,ingres
394,3.5925238641472284
395,3.996182100845415
396,3.0097289240413336
397,3.341185763683982
398,2.9363980772946148
399,3.5076416779860935
400,3.9419353688405128
401,3.054692028906405
402,3.934345361620403
403,2.9849788325122613
404,3.0542928402795697
405,3.077765142266929
406,3.004939560194101
407,3.2281603494600812
408,3.999503538043003
409,2.9775031552214855
410,3.2161510658581856
411,3.4846672879676053
412,3.5724884756992097
413,3.2826246269374
414,3.363188226366808
415,2.9936273694876294
416,3.2023880646783343
417,2.940314368076122
418,3.601944340123104
419,3.4297207000812477
420,3.062717113424783
421,3.1650561637984835
422,3.8010226007028476
423,3.2936899813206377
424,3.884883286002749
425,3.35844025480512
426,2.9629816167384018
427,2.9470209010251276
428,3.1000008047020504
429,3.4318224101801493
430,3.05292187662254
431,3.1566793253229233
432,3.8394035488269447
433,2.9190999203034664
434,2.9391603566665077
435,3.462654376918712
436,2.9258413860516965
437,3.247249980554552
438,2.9413103687415547
439,3.3048653979233222
440,3.3886550741573003
441,3.64427649009018
442,2.9261082561154406
443,3.1295668148616005
444,3.004818516152225
445,2.991614079878558
446,3.9134916843991694
447,3.88081122417024
448,3.028380735432321
449,3.0083810983722885
450,2.9676011887624596
451,2.9955503753597723
452,3.461626569694623
453,3.224068085279903
454,3.2614080073876384
455,4.068552053903837
456,3.5467775162125825
457,3.649227192846938
458,3.714156569725322
459,3.3275186919227044
460,3.020492607535268
461,3.0243016910584672
462,2.931653647005849
463,3.2151268445467225
464,3.0977501287430864
465,2.961282738705728
466,2.9350496768370986
467,3.3456537355640337
468,3.128684198102137
469,3.080131406122803
470,2.974759358737856
471,2.9649080209009977
472,3.20517667120042
473,3.445293121435432
474,2.986559349271418
475,3.380480431952198
476,3.030982332376943
477,2.9975447341808383
478,3.253788427561962
479,2.9351640637196184
480,4.0626081160749425
481,3.4965732694855127
482,3.0313341944472163
483,3.246111609264032
484,3.0623918134580825
485,4.077873508903878
486,3.096993258554306
487,2.930728370687215
488,3.007816198811275
489,3.423817004903062
490,3.225954877920865
491,2.9302668919488353
492,3.1271942587836223
493,3.01992010937037
494,2.991865927800982
495,3.1000567122807143
496,2.9532693099892513
497,3.4827924264757595
498,2.9556292887652207
499,3.2960473656207134
500,3.0914933525373227
501,2.9860274389702095
502,2.9452585996474383
503,2.9307028229987684
504,3.1511116150316996
505,3.0243273309263254
506,3.3999965273529282
507,2.9973029114605088
508,3.083759906034212
509,3.3130603239678162
510,3.557155799196919
511,3.264974572461988
512,2.9408214729768987
513,4.014759289486844
514,3.056857535343394
515,3.386791847704542
516,3.6790489308217005
517,3.369673835237881
518,3.4800634903611263
519,3.1565677481031194
520,2.934554679543526
521,3.729578604825166
522,3.081177145568001
523,2.935845017960091
524,2.9652955811339923
525,2.9373281361035772
526,2.935114701243308
527,3.2809096858043643
528,3.0001482898444642
529,3.1475294240030345
530,3.0491412171309697
531,3.1340215666586473
532,3.1302780121134366
533,3.786162212518951
534,3.6863347463397718
535,2.9372107577117856
536,3.2441207762768496
537,4.045796145633488
538,3.373977278036385
539,3.5199619811266842
540,3.865853322251493
541,3.388194379450848
542,2.9197226617667082
543,2.9376591222263277
544,3.091466382966111
545,3.2309288635609597
546,3.0248147195437665
547,3.02427696585619
548,3.159424759877459
549,3.117496316695617
550,3.1689956359068265
551,3.8837264084049448
552,3.8760548115565823
553,3.285955145044824
554,3.3138971086396767
555,2.963511989262696
556,3.694327755095335
557,3.1000843023710654
558,3.366338799541846
559,3.0204111272748935
560,2.9618793707982904
561,3.7178690966940997
562,3.3220727301304334
563,3.8050166351898804
564,3.0060671573383657
565,3.049833360500437
566,2.979219346139567
567,3.751704721007312
568,3.6950977675703087
569,3.0834477987267
570,2.9454552715247986
571,3.203402862481984
572,2.98243693934769
573,3.0910465007753833
574,3.2225708340123562
575,3.455942539593443
576,2.9288365642008314
577,2.9326529644582617
578,3.298911896432741
579,3.1403081786194216
580,2.9715605367180835
581,3.282702856573936
582,3.0379619197118934
583,2.9994372679412744
584,3.5637173784716936
585,3.4436143982181866
586,3.1792126953771094
587,2.9287442242105
588,3.033340135522045
589,3.175001039275234
590,3.092023224088962
591,3.0652331498906396
592,2.935896654982213
593,3.083559930396222
594,3.555176799417214
595,3.09870321898177
596,3.0349068637157512
597,3.473862017791882
598,2.98930615169826
599,3.5557859852382143
600,3.123229927732626
601,3.368895005440761
602,3.0237521051853005
603,3.2117725423552987
604,3.2590918589724596
605,3.168292343158033
606,3.002514537689655
607,3.154071122132324
608,3.029953261147822
609,3.033570414161029
610,3.252101061123336
611,3.6480558189560583
612,3.812768328569514
613,3.027416088836911
614,3.3773419360100925
615,3.048080900330878
616,3.2145309128124695
617,2.9890790423791755
618,3.683844454808477
619,2.9853340787571825
620,3.042413171731018
621,3.154833605296784
622,3.740122134301833
623,3.0992036077146143
624,3.3122362482598415
625,3.518811831827756
626,3.0168541661653356
627,3.0295649696670615
628,3.1243301687564626
629,3.1829831819619603
630,3.121599704582038
631,2.943916152388954
632,3.4807808943794036
633,3.0745914554105895
634,2.961691142343244
635,3.0395444113657804
636,3.462512670584432
637,3.694074421211841
638,3.62050025401623
639,3.6814131743164418
640,3.5138928349559477
641,3.015456084522287
642,3.6396214586992315
643,3.3300314122728993
644,3.4164295573090175
645,2.9309956350716315
646,3.503179629712062
647,2.960413872723854
648,3.845238953533746
649,3.013030289075651
650,2.954112829493538
651,3.0900510986865966
652,3.0569074874221815
653,2.9330981309042325
654,2.9693782805547135
655,2.937544717966574
656,3.299441645992594
657,3.872137344013143
658,3.6813606230139455
659,3.350399175301145
660,3.054817900000772
661,2.941284498623831
662,3.1572012720646656
663,3.259438426633282
664,2.9358671292184635
665,3.321417175033701
666,2.9655920783137426
667,3.1838179003922855
668,3.7220371880287213
669,2.98584837581208
670,2.913596033467961
671,3.64381748402023
672,3.3945039102673276
673,2.9312079217744054
674,3.660049004823879
675,2.985247480535009
676,3.4761590456498834
677,3.393644528910629
678,3.300185718128517
679,2.989360982488982
680,3.817040769538403
681,2.9891323816589495
682,2.9316601433230587
683,3.126183113335494
684,3.0077231278190797
685,3.3551523286021925
686,3.6780985411358644
687,3.010008752544865
688,3.2737146289126886
689,3.4288666673988226
690,3.1808750250523365
691,3.173124819628278
692,2.9343613566765496
693,3.562899784205872
694,3.2321383922032947
695,3.117061267523985
696,3.1674094344646444
697,4.028506018723274
698,3.219769890800326
699,3.1812883886157493
700,3.152047526022606
701,2.9927254755256585
702,3.862627123231353
703,3.8482407873836153
704,2.9646401023811166
705,3.124865944048079
706,3.8094124622709407
707,3.4118594483815325
708,3.819629652151972
709,3.10301731687528
710,2.9994392811230766
711,3.120725428547717
712,3.7391886282538107
713,3.0522665735541525
714,3.389884789810555
715,3.213855404783136
716,3.3483191878109153
717,3.259717900362379
718,3.586229655192114
719,3.488010453852987
720,3.0432651095846643
721,3.024234871428825
722,3.4779886591097506
723,3.0820636535888486
724,3.1358651006992444
725,3.653575183706333
726,3.490390648826098
727,3.8684044468485674
728,2.920025762614721
729,3.986114108318555
730,3.030518863040146
731,3.095512439439374
732,3.1251337245193036
733,3.1269706129322037
734,3.7388304124350222
735,3.285317520036412
736,3.7926082947358433
737,2.9401623479362886
738,3.678707342193767
739,2.966687639307014
740,3.1874471036280436
741,4.0189499360581245
742,4.026959104078017
743,3.00834322630376
744,3.0306290175989674
745,2.9365507707594696
746,3.4922718390357743
747,3.0129851944961
748,3.0652839592960155
749,3.472044146153167
750,3.2329549602073895
751,3.2559948682954274
752,3.506651497671091
753,3.5943831700643654
754,3.140772050926954
755,3.1529115295716026
756,3.2096790232286843
757,2.9391271659516365
758,3.300127801965557
759,3.128370114835236
760,3.409091171664046
761,2.926093900598674
762,2.9608306490308176
763,3.320606456174713
764,3.20462647905616
765,3.0985092436019266
766,2.930737670177177
767,2.9913499434211634
768,2.992342300730114
769,3.06565222650832
770,3.3249540863331006
771,2.962009340155581
772,3.6292043899665094
773,3.0585191107913907
774,3.467537655935197
775,3.1979445571787215
776,3.2175742863071086
777,3.258571427711571
778,3.092198843340947
779,2.9527487573408817
780,3.4388440558069084
781,3.03230380915433
782,3.6673315083119205
783,3.0192588506633213
784,2.953318461806712
785,3.40611945028633
786,2.967816691665626
787,3.553746618420184
788,3.566213014555359
789,3.5916331926730134
790,2.9334879852866873
791,3.023111551628097
792,3.2534533166797006
793,3.021673123215697
794,3.4849170729630687
795,3.439766750572934
796,3.326822636740478
797,3.2397058427920684
798,2.9182397329262875
799,3.194330535073336
800,3.398601800474748
801,3.2415320265714573
802,3.4047943967211034
803,2.938747575239611
804,3.1829623864577394
805,2.9075618233658074
806,3.248062716241131
807,3.1922305351779956
808,3.6150590011215438
809,3.188417503752511
810,3.466832877054622
811,3.4263805956816933
812,3.046425277804865
813,3.235392408754127
814,3.3635493879140093
815,2.9338902818921357
816,3.243649795342005
817,2.962259197186315
818,2.9882669239243875
819,3.1891486278122883
820,3.113376171039571
821,2.9885484977618626
822,3.480315981692299
823,3.6487193987258175
824,3.356589125539766
825,2.9561813619821917
826,3.5359340756228694
827,3.1035556757109566
828,3.895090423214368
829,3.2027767788169683
830,3.063456593079142
831,2.998729626282197
832,3.2182826569798593
833,3.460600885802868
834,3.328178015752633
835,3.728578198860829
836,2.9696329094683884
837,3.2083247535567723
838,2.951877560388328
839,3.5964232714287387
840,3.633330223042576
841,3.391391858482185
842,3.359566267603159
843,3.0979433401843144
844,3.0382946125810353
845,2.9248278768377913
846,2.9637799951293755
847,3.312558719199545
848,3.1278822483626985
849,3.176425919961045
850,3.289729190886657
851,3.182680224286779
852,3.309604318442349
853,3.2454038750125958
854,3.1687051619409434
855,3.515315448064012
856,3.053663545416606
857,3.3567752324971414
858,3.907071837408099
859,3.7241510625946197
860,3.042302100796086
861,4.0513387657636795
862,3.0707565838404154
863,2.9490317058467674
864,3.184474836370984
865,3.324021158628852
866,2.9369759240330837
867,3.260955790335705
868,3.721379939712688
869,3.236460239396564
870,3.8280097177304624
871,3.1259854712499187
872,3.5911732132933105
873,2.9738196305405995
874,3.0652331498906396
875,3.734250236734284
876,3.0660669736564556
877,3.036098657826868
878,3.0201219645268647
879,2.957537450345645
880,3.1960448486548563
881,3.811262216854705
882,3.4593215590720803
883,3.042193655030255
884,3.066696709210316
885,3.8625598850464864
886,3.512095254274803
887,2.9304419574957756
888,2.9636104092011544
889,2.9308490140255947
890,2.941517173412634
891,3.0474558815007073
892,3.291718449109309
893,3.9101487865785147
894,3.4057302806305243
895,3.185503312582301
896,3.0828760246443396
897,3.9358052064994675
898,3.4148976871349452
899,3.055863764319507
900,2.9980433546728245
901,3.2260255254308943
902,3.398730375753745
903,3.729169733436245
904,3.746572109486688
905,3.0360104574746636
906,3.1618186895782237
907,3.061188164253848
908,3.0501823339691323
909,3.019524279742425
910,3.4626645721373306
911,3.8445969517666136
912,3.3455579184321014
913,3.1107493790466703
914,3.1996103344065103
915,3.6969110659209234
916,2.980691408883362
917,3.1085642556083215
918,3.0549330488622393
919,3.34496493721375
920,2.9623221474076367
921,3.676862371459188
922,3.2619265030968236
923,3.256898198130416
924,3.634655843941609
925,3.397590030376765
926,3.682778467848509
927,3.8565175249406876
928,3.0689828365770198
929,3.0889442013061816
930,3.3020702737801586
931,4.033115983076458
932,2.965438396934048
933,4.093601301026292
934,3.02727663949778
935,3.2560239916117775
936,3.5026588015649986
937,3.169882627176803
938,3.670749229330671
939,3.667089733640574
940,3.063346007346118
941,3.0099910988809135
942,3.6176676419505274
943,3.5196221217173127
944,3.411793604815945
945,3.06250108751649
946,2.9944443984548914
947,3.5749580868378144
948,3.399693852425382
949,3.3541794218884338
950,3.6967019751921066
951,2.94025430034082
952,3.065823640983827
953,3.1242579562374986
954,3.248738681824932
955,2.962016082528352
956,3.0350356400328202
957,3.2380041079574537
958,2.9404999874925353
959,3.020058129461218
960,3.228188298280495
961,3.0697809791829394
962,3.153676070594076
963,3.322463884063433
964,3.3150981633074577
965,3.1733643817314947
966,2.992392570468557
967,2.958137428617789
968,2.922824911947496
969,3.193576513613009
970,3.0617579400162453
971,3.905813495134029
972,3.060165919804276
973,3.091994199990741
974,3.281699876751654
975,3.082693921714116
976,3.3803003945357433
977,3.0894506364290324
978,2.9343527055109075
979,3.0578509056637246
980,2.927678626606109
981,2.962014397284393
982,3.007003698107771
983,3.1728896478993662
984,3.1299212891434403
985,3.0923667333096385
986,3.5591722787834166
987,3.1309304787619228
988,3.743592832652306
989,3.4206110451170946
990,3.6151114453418725
991,3.3048734628743635
992,3.4076418811681943
993,3.3254485553396442
994,4.000277847950325
995,3.429605670092196
996,2.933266998696485
997,3.2522975899553397
998,2.968351177213686
999,3.056517652728115
1000,3.171008030016762
1001,2.9194220835234836
1002,3.239948148242636
1003,3.245198652863295
1004,3.159650304425241
1005,3.2634536090920077
1006,2.9483321369535367
1007,2.996847613091249
1008,3.1662974910330313
1009,3.031912892350432
1010,3.6210176658667876
1011,2.9956979288458863
1012,2.99541330574283
1013,3.752742397419843
1014,3.0190225953197967
1015,3.0324744086798523
1016,3.4439787278632172
1017,3.4329553530127193
1018,3.28323913802102
1019,3.2849843279167725
1020,3.5675942460167906
1021,3.1200021118083923
1022,2.922837626327077
1023,3.005497723966526
1024,3.162597502090545
1025,3.4145610356730396
1026,3.2264724716295428
1027,2.9102209653612188
1028,2.955817576565505
1029,3.091329088827011
1030,3.383608349086812
1031,3.1486412215392745
1032,2.9108124954514327
1033,2.930430474761282
1034,3.08308132172554
1035,3.7273075892909957
1036,3.571356699745314
1037,3.0002639510723483
1038,3.2634986387542937
1039,2.9624935931088507
1040,2.9702281681710923
1041,3.240112634400869
1042,3.9255795844021315
1043,3.636510470604934
1044,3.1372913160182723
1045,3.2428886361106013
1046,3.3679885942573997
1047,3.0635362589056356
1048,2.9391807673738515
1049,2.972570960569804
1050,2.9666502371116747
1051,3.418112124637696
1052,3.5798745464106285
1053,3.2490473700728133
1054,3.766639677790001
1055,3.2324113940430865
1056,2.9249179033051367
1057,3.592641144709356
1058,3.372064192703186
1059,3.680858566127191
1060,3.3028601402104387
1061,3.4642414974031235
1062,3.290367821008572
1063,3.56806595102825
1064,3.377746373588943
1065,2.92642266167088
1066,3.547838705215242
1067,3.1047915532684045
1068,3.268092758173701
1069,3.2600253762913134
1070,3.2820666270558183
1071,3.1517956594091188
1072,3.1519522070293498
1073,3.1713890427460543
1074,2.999646941573202
1075,3.2723729832849475
1076,3.4655590926123767
1077,2.943740472992304
1078,3.6001472179066005
1079,3.3679341619629266
1080,2.944342119464319
1081,3.010439263008209
1082,3.092444646632387
1083,3.1383091845044104
1084,3.091320465219142
1085,3.6134362507772404
1086,3.0542272467714433
1087,2.9335639099978184
1088,2.965296228114931
1089,2.993956649605952
1090,3.4432908258743136
1091,2.9539307514912765
1092,3.8230911926878814
1093,3.024804701422927
1094,3.9032703962466195
1095,2.9669588654061414
1096,3.351738597361422
1097,3.1188190677130243
1098,3.7547708849594748
1099,3.5488473569497145
1100,3.318557660505291
1101,2.938206699476177
1102,3.955018965054123
1103,3.6291292281577787
1104,3.919668506162989
1105,2.929477250679182
1106,2.9272366477127214
1107,3.995667019808378
1108,3.684002671012362
1109,3.5068301854458293
1110,3.5535005289054657
1111,2.9346414365853595
1112,3.0806267554561515
1113,3.1683968650622436
1114,3.730801578079113
1115,2.9413279497588127
1116,3.1916590332905836
1117,3.273999145577742
1118,3.4374480204475812
1119,3.074829253636331
1120,3.7361044012346936
1121,2.924195812283071
1122,2.9601561344756897
1123,3.575810580626499
1124,2.928288096830697
1125,3.1611683286973156
1126,3.264677303905905
1127,3.01136571411426
1128,2.9518719066552834
1129,2.963618524798301
1130,3.205479595052364
1131,3.0329075784294686
1132,3.156354152615083
1133,3.379306528082317
1134,3.1030658963409135
1135,3.113389498923213
1136,3.0102814622805516
1137,3.3868337416631595
1138,3.2830071015426463
1139,3.1432415904146147
1140,2.9204895069785395
1141,3.1858745795127037
1142,3.2520422444263635
1143,3.08790074002043
1144,3.022388525717271
1145,3.132988780790967
1146,3.0035400183243017
1147,3.013530791771631
1148,3.0359227445571397
1149,3.0325702501367857
1150,3.0091119825107397
1151,3.2041127849492894
1152,3.950178640553344
1153,3.227670226541825
1154,3.395408563321635
1155,3.184758902572134
1156,2.927439377449023
1157,2.9555104561555505
1158,3.4512337419883385
1159,3.000291755417283
1160,2.9748419209666177
1161,3.5762511071002367
1162,3.0245146296245795
1163,2.930357500946545
1164,3.1915924409131486
1165,3.5310799234942483
1166,3.9763706605024085
1167,3.0696536059310353
1168,3.0382092532243883
1169,2.9343226174315524
1170,3.69603496811546
1171,3.111799672546298
1172,2.932016239138935
1173,3.5966100240315275
1174,4.025264918089352
1175,3.8998715935714365
1176,3.271140025365132
1177,2.994020183595816
1178,3.6635219133673007
1179,3.300590329057133
1180,3.468579823955768
1181,3.175660767683606
1182,3.3538794398053122
1183,3.356128715648359
1184,3.695244392479626
1185,3.6261402788656345
1186,2.9476051995666017
1187,3.4505719231167076
1188,3.219037500371256
1189,3.3066544243305285
1190,3.021367052351796
1191,3.2962583741718645
1192,3.0700767277532224
1193,3.5234514499556897
1194,3.339411120033492
1195,3.191589229353407
1196,3.0537062721023664
1197,2.9295670108508243
1198,3.1129028612625436
1199,3.1691883807521872
1200,3.5472443842304036
1201,3.7643815377406344
1202,3.771673213520775
1203,3.032002218752976
1204,3.2482269736447846
1205,3.0302003782758873
1206,3.671762694478809
1207,3.125605089452389
1208,3.2850313443655956
1209,2.942463560872513
1210,2.905995984649638
1211,2.979185374675179
1212,2.935610547061357
1213,3.375817451930184
1214,3.4178997928791026
1215,3.473983274208543
1216,3.1561314902355324
1217,3.202866143592055
1218,3.0973575417586123
1219,2.9404516749293874
1220,3.105197570166337
1221,2.9627197841784385
1222,3.511319775894926
1223,3.4227452074692115
1224,3.8718656851671716
1225,3.1425227464648966
1226,3.3398803704061453
1227,3.0675107045338907
1228,2.923680856758625
1229,3.037554705719979
1230,3.0875623915453283
1231,3.9751656115126774
1232,3.047178739466629
1233,3.71135853624242
1234,3.1185933158013497
1235,2.9144972904613136
1236,3.0714880435360796
1237,3.2594313183537804
1238,3.1392073214243927
1239,3.1480788575635303
1240,3.0216630635457915
1241,3.3310918566682934
1242,2.9148274442602267
1243,3.935542557899838
1244,3.028431609614068
1245,3.331632407757172
1246,3.3816672728233015
1247,2.9190793154272594
1248,2.9296919382369673
1249,3.0593214172710526
1250,3.249586887228507
1251,3.1905941652205843
1252,3.153794336252942
1253,3.0601199807612356
1254,2.9722359877742717
1255,3.093420216614665
1256,3.2603198464850114
1257,3.4019002978096005
1258,3.325285970256431
1259,2.9225161382678526
1260,3.2401257969854314
1261,3.148681985869406
1262,3.0155840690823976
1263,2.9636077319597156
1264,3.226362495897804
1265,3.2332810351702803
1266,3.081440784606404
1267,2.9361568358735712
1268,3.056862906338436
1269,2.9904135323433287
1270,3.1252516128503047
1271,3.0265814800706257
1272,3.5126710549151725
1273,3.2267696917501967
1274,3.459505632247308
1275,3.996000132787299
1276,2.9551789556290986
1277,3.09295962355298
1278,3.4383072988738643
1279,3.0684466195373465
1280,3.5951650503800026
1281,3.579162544706516
1282,3.1905721816068375
1283,2.9359537274406375
1284,3.3911948528567137
1285,3.0842584452949526
1286,3.6289529409068875
1287,3.0611854758119845
1288,3.0703962218703067
1289,3.60355616147311
1290,3.5476108712859675
1291,3.6087851424831214
1292,3.5801059503327397
1293,3.0885183619485033
1294,3.6135532524018177
1295,2.9329973189379794
1296,3.8177057072754526
1297,3.663435487374758
